TPN,Description,115-PCA000007-E   F16S,115-PCA000037-E   PSM02,103-PCA000027-E   PSU,104-PCA000001-E     AC-DC,115-PCA000039-E    A162,115-PCA000084-E   ELAN01,130-PCA000207-E   ELAN04,140-SKU000004-P,141-PCA000002-E    ST63,141-PCA000024-E    ELAN10,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,170-PCA000256-E    OFA,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,130-PCA000207-E   ELAN04,104-PCA000001-E     APASU03,104-PCA000002-E  DPSU03,104-PCA000003-E  P02FP,104-PCA000004-E CP8E,170-PCA000002-E   FTU,170-PCA000002-E   FTU,170-PCA000084-E    PFU3,170-PCA000003-E    OAM,160-PCA000049-L,130-PCA000207-E   ELAN04,115-PCA000084-E   ELAN01,104-PCA000025-E,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,104-PCA000002-E  DPSU03,115-PCA000037-E   PSM02,104-PCA000003-E  P02FP,001-PCA000062-E  BBT2,130-PCA000205-E DPU12,103-PCA000027-E PSU,103-PCA000036-E LTC8,115-PCA000039-E A162,170-PCA000256-E OFA,141-PCA000002-E ST63
999-AYC000282-E,Resistor 0.22 Ohms +/-5% SMD RC1210 0.5 W Current Sense,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,
999-AYC000283-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000285-E,"Resistor,1.8K,1/10W, 5%, 0603",,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-AYC000287-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000293-E,"Resistor 9.1K, 1%, 0603, SMD",,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,,,,2,,,,,2,,,,,
999-AYC000296-E,Resistor 220E 1% 1/10W 0603 SMD,,,,,,,,,,,,,4,,,4,,,,,,,,4,,,,,,,,4,,,,,8,,,,,
999-AYC000300-E,"Resistor,330E,1/10W,5%,0603",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000306-E,"Resistor,1k,1/10W,1%,0603",,,,4,,66,,76,10,9,2,24,6,5,24,6,,4,,,,2,2,6,24,52,,66,6,2,24,6,,,,,1,,,,5,10
999-AYC000316-E,Resistor 825 Ohms 1% 0.5 W  SMD 2010  Thick Film chip,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,
999-AYC000318-E,Resistor 100 Ohms 1%  RC0603 Precision Thick Film Chip 1/10W,,,,,,,,1,,,,,4,1,,4,,,,,,,,4,,,,,,,,4,,,,,3,,,,1,
999-AYC000319-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000325-E,"1.69K OHM 1/16W 1% 0603 SMD, 0.1W, 1/16W, 75V  ",,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,
999-AYC000327-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
999-AYC000331-E,"Resistor 11.5K,1/10W,1%,0603",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000339-E,"Resistor, Thick Film 4.7k +/-1% 1/10W SMD 0603",,,3,1,,170,39,110,43,107,20,43,3,116,43,3,39,1,,,,20,20,3,43,90,39,170,1,20,43,3,,,,10,7,3,,,116,43
999-AYC000340-E,"Resistor, Thick Film 17.4k +/-1% 1/10W SMD 0603",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-AYC000345-E,"Resistor,38.3K,1/16W,1%,0402",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-AYC000348-E,Resistor 95.3k +/-1% 1/10W 0603,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000349-E,Resistor 51.1k +/-1% 1/10W 0603,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000350-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000360-E,Resistor 3.09k +/-1% 1/10W 0603,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-AYC000366-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
999-AYC000367-E,Resistor 102k +/-1% 1/10W 0603,,,,,,,,,,1,,,3,,,3,,,,,,,,3,,,,,,,,3,,,,,,,,,,
999-AYC000372-E,"Resistor,24.3Ohm,1/10W,1%,0603",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000373-E,"Resistor,61.9Ohm,1/10W,1%,0603",,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-AYC000377-E,"Resistor, 619k, +/-1%, 1/10W, SMD 0603",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-AYC000382-E,"Resistor,750O ±1% SMD 0603, Thick Film",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000392-E,Resistor 7.15kOhms 1%  RC0603 Precision Thick Film Chip 1/10W,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC000394-E,Resistor 47k Metal film/Wire wound 5% Radial TH 5W ceramic body,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
999-AYC000400-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000401-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000444-E,"Resistor,1M,1/16W,+/-1%,0402",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-AYC000452-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000456-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000464-E,"Resistor, 2K, 1%, 1/10W, 0603 Thick film",,,,,,,,,,,,,3,,,3,,,,,,,,3,,,,,,,,3,,,,,1,,,,,
999-AYC000477-E,"Resistor, 100K, 1%, 1/10W, 0603",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-AYC000526-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-AYC000534-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC000556-E,10 Ohms 700 Joules  10% High Energy Non-inductive ceramic composite resistor,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,
999-AYC000557-E,"Resistor, 5W, 0.5mOhm, 1%, Precision current sense",,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,
999-AYC000611-E,Resistor 0.015 Ohms 5% 1W Current Sense SMD 2512,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC393001-E,Resistor 9.31ohms 1%  SMD RC0603  1/16W,,,,,,,,44,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,
999-AYC393250-E,"Resistor,10E,1/10W,1%,0603",,,,,,6,,8,,4,,8,,,8,,,,,,,,,,8,9,,6,,,8,,,,,,2,,,,,
999-AYC393251-E,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
999-AYC393252-E,"Resistor,15E,1/10W,1%,0603",,,,,,,,45,,,2,5,,1,5,,,,,,16,2,2,,5,,,,,2,5,,,,,,2,,14,,1,
999-AYC393254-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC393501-E,"Resistor,15K,1/10W,1%,0603",,3,,,3,5,,,,1,,,,,,,,,2,,2,,,,,2,,5,,,,,2,3,,,,,3,3,,
999-AYC393502-E,"Resistor,10K,1/10W,1%,0603",3,29,5,11,2,47,,39,2,34,15,20,8,,20,8,,11,8,5,,15,15,8,20,15,,47,12,15,20,8,8,29,5,,16,5,1,2,,2
999-AYC393503-E,"Resistor,22.1K,1/10W,1%,0603",,,,,,5,,,,,2,,4,,,4,,,3,,,2,2,4,,1,,5,1,2,,4,3,,,,,,2,,,
999-AYC393504-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
999-AYC393506-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC393507-E,Resistor 80.6 Kilo Ohms  1% SMD RC0603 1/16W,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
999-AYC393508-E,"Resistor,200K,1/10W,1%,0603",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
999-AYC393509-E,"Resistor,110K,1/10W,1%,0603",,,,,,3,,,,,1,2,,1,2,,,,,,,1,1,,2,6,,3,,1,2,,,,,,,,,,1,
999-AYC393512-E,"Resistor,2.2K,1/10W,1%,0603",,,,,,6,,,,1,1,4,,1,4,,,,,,,1,1,,4,2,,6,,1,4,,,,,,1,,1,,1,
999-AYC393513-E,"Resistor,39K,1/10W,1%,0603",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-AYC393514-E,"Resistor,36K,1/10W,1%,0603",,,,2,,,,,,1,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,,1,,,
999-AYC393515-E,"Resistor,31.6K,1/10W,1%,0603",,1,,1,,,,,,,,,,,,,,1,,2,,,,,,2,,,1,,,,,1,2,,,,2,,,
999-AYC393516-E,"Resistor,13.3K,1/10W,1%,0603",,2,,2,,,,,,,,1,,,1,,,2,1,,,,,,1,2,,,2,,1,,1,2,,,,,1,,,
999-AYC395001-E,"Resistor,0E,1/10W,5%,0603",1,,2,,19,31,,38,11,12,1,15,,7,15,,,,2,12,77,1,1,,15,32,,31,,1,15,,2,,12,,12,2,55,19,7,11
999-AYC395002-E,Resistor 4.7 Ohms 5%  SMD RC0603 1/16W ,,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,1,1,,
999-AYC395004-E,Resistor 1 Ohms 5% SMD RC0603 1/16W,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-AYC395007-E,"Resistor,5.6E,1/10W,5%,0603",,,,4,,,,,,,,,,,,,,4,,,,,,,,4,,,4,,,,,,,,2,,,,,
999-AYC395250-E,"Resistor,10E,1/10W,5%,0603",1,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,1,,
999-AYC395251-E,"Resistor,33E,1/10W,5%,0603",6,,,,39,142,2,173,125,56,,61,,79,61,,2,,1,13,144,,,,61,47,2,142,,,61,,1,,13,,,,205,39,79,125
999-AYC395252-E,"Resistor,180E,1/10W,5%,0603",,,,,4,18,,2,6,,,26,,28,26,,,,,8,8,,,,26,6,,18,,,26,,,,8,,,,4,4,28,6
999-AYC395253-E,"Resistor,27E,1/10W,5%,0603",,,,,1,1,1,,1,,,,,,,,1,,,10,,,,,,1,1,1,,,,,,,10,,,,,1,,1
999-AYC395254-E,"Resistor,220E,1/10W,5%,0603",,,,,1,3,,,,19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,1,,
999-AYC395255-E,"Resistor,100E,1/10W,5%,0603",2,5,1,,22,21,,3,,13,2,8,1,,8,1,,,,1,21,2,2,1,8,27,,21,1,2,8,1,,5,1,,,1,75,22,,
999-AYC395256-E,"Resistor,68E,1/10W,5%,0603",,,,,,12,2,,,6,,3,,,3,,2,,,,31,,,,3,,2,12,,,3,,,,,,,,4,,,
999-AYC395257-E,"Resistor,150E,1/10W,5%,0603",,,,,23,21,,8,,14,,1,,,1,,,,,,,,,,1,8,,21,,,1,,,,,,,,4,23,,
999-AYC395259-E,"Resistor,49.9E,1/10W,1%,0603",,,,,,26,,28,1,228,,77,,1,77,,,,,39,4,,,,77,48,,26,,,77,,,,39,,,,57,,1,1
999-AYC395261-E,"Resistor,75E,1/10W,5%,0603",,,,,,,,2,,4,,,,,,,,,,4,4,,,,,,,,,,,,,,4,,,,,,,
999-AYC395262-E,Resistor 130 Ohms 5%  SMD RC0603 1/16W ,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,3,7,,
999-AYC395263-E,Resistor 82 Ohms 5%  SMD RC0603 1/16W ,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,2,6,,
999-AYC395265-E,"Resistor,47E,1/10W,5%,0603",,,,,,4,,3,,3,,,,,,,,,,,3,,,,,45,,4,,,,,,,,,,,1,,,
999-AYC395266-E,"Resistor,12E,1/10W,5%,0603",,,,,,,,2,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,
999-AYC395267-E,Resistor 2K7 5% SMD RC0603 1/16W,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,1,,
999-AYC395268-E,"Resistor,200E,1/10W,5%,0603",,,,,,,,10,2,1,,,2,,,2,,,,5,,,,2,,,,,,,,2,,,5,,,,16,,,2
999-AYC395269-E,"Resistor,470E,1/10W,5%,0603",,5,1,2,,3,,5,,,,,4,,,4,,2,,,2,,,4,,,,3,3,,,4,,5,,,3,1,2,,,
999-AYC395272-E,Resistor 120 Ohms 5% SMD RC0603 1/16W ,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-AYC395273-E,"Resistor,51E,1/10W,5%,0603",,,,,,,,3,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
999-AYC395275-E,Resistor 390 Ohms 5% SMD RC0603 1/16W,,,,,,,,,,,2,,,,,,,,,,,2,2,,,2,,,,2,,,,,,,,,,,,
999-AYC395276-E,Resistor 62 Ohms 5% SMD RC0603 1/16W,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
999-AYC395288-E,"Resistor,22E,1/10W,5%,0603",,,,,,1,,27,4,2,,,,,,,,,,,28,,,,,48,,1,,,,,,,,,,,,,,4
999-AYC395289-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
999-AYC395291-E,Resistor 270 Ohms 5% SMD RC0603 1/16W,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,
999-AYC395293-E,"Resistor,12K,1/10W,5%,0603",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-AYC395500-E,"Resistor,1K,1/10W,5%,0603",11,9,,,22,,,,,,,,,,,,,,6,24,75,,,,,13,,,,,,,6,9,24,,,,84,22,,
999-AYC395501-E,"Resistor,4.7K,1/10W,5%,0603",33,14,,,72,,,,,,,3,,,3,,,,3,12,164,,,,3,62,,,,,3,,3,14,12,,,,206,72,,
999-AYC395502-E,"Resistor,10K,1/10W,5%,0603",,,,,10,,,,,,,,,,,,,,,29,16,,,,,,,,,,,,,,29,,,,18,10,,
999-AYC395503-E,Resistor 2K 5% SMD RC0603 1/16W,,,,,,,,,,3,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,19,,,
999-AYC395504-E,"Resistor,20K,1/10W,5%,0603",,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,1,,,,1,,,
999-AYC395506-E,"Resistor,33K,1/10W,5%,0603",,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,
999-AYC395507-E,Resistor 1K5 5% SMD RC0603 1/16W,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC395509-E,"Resistor,80.6K,1/10W,1%,0603.",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,
999-AYC395512-E,"Resistor, 27.4K,1%,0603",,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,1,,,,,2,,,,,
999-AYC395513-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC395514-E,Resistor 100K 5% SMD RC0603 1/16W,,,,1,1,3,2,1,1,2,,,,,,,2,1,,,,,,,,4,2,3,1,,,,,,,,,,2,1,,1
999-AYC395516-E,Resistor 3K57 1% SMD RC0603 1/16W,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-AYC395518-E,Resistor 120K 5% SMD RC0603 1/16W,,,,,1,2,1,,2,,1,1,,,1,,1,,,,,1,1,,1,,1,2,,1,1,,,,,,,,,1,,2
999-AYC395519-E,Resistor 300K 5% SMD RC0603 1/16W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,
999-AYC395520-E,Resistor 24K 5% SMD RC0603 1/16W,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-AYC395521-E,"Resistor,3.3K,1/10W,5%,0603",,3,,,,,,3,,,,7,,2,7,,,,,,2,,,,7,,,,,,7,,,3,,,,,7,,2,
999-AYC395522-E,Resistor 47K 5% SMD RC0603 1/16W,,6,1,,,3,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,6,,,,1,,,,
999-AYC395524-E,Resistor 3K6 5% SMD RC0603 1/16W,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,
999-AYC395525-E,"Resistor,5.1K, 5%,1/10W,0603",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC395526-E,"Resistor,56K,1/10W,5%,0603",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-AYC395528-E,"Resistor,22K,1/10W,5%,0603",,2,1,,,15,,,,,,,,,,,,,,2,,,,,,,,15,,,,,,2,2,,2,1,4,,,
999-AYC395529-E,Resistor 18K  5% SMD RC0603 1/16W,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
999-AYC395531-E,"Resistor,1.2K,1/10W,5%,0603",,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
999-AYC395532-E,"Resistor,470K,1/10W,5%,0603",,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,2,,,,,1,,,,
999-AYC395533-E,Resistor 5K6 5% SMD RC0603 1/16W,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-AYC395534-E,"Resistor,220K,1/10W,5%,0603",,,2,,1,,,1,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,2,1,1,,
999-AYC395535-E,Resistor 270K 5% SMD RC0603 1/16W,,,,,2,3,2,,2,,,,1,,,1,2,,,,,,,1,,2,2,3,,,,1,,,,1,,,,2,,2
999-AYC395536-E,Resistor 56K 5% SMD RC0603 1/10W,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,
999-AYC395750-E,"Resistor,1M,1/10W,5%,0603",,,2,,,,,4,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,2,2,,,
999-AYC395751-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC593501-E,Resistor 2K2 1% RC1206 1/8W,,,,,1,,1,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,1
999-AYC593502-E,"Resistor, 110K, 1/4W, 5%, 1206",,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,,,,
999-AYC595001-E,"Resistor, 0E, 1/4W, 5%, 1206",,5,,,,,,4,,,20,,3,1,,3,,,,,,20,20,3,,,,,,20,,3,,5,,,,,,,1,
999-AYC595251-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
999-AYC595256-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC595257-E,Resistor 15 Ohms 5% RC1206 1/4W,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,
999-AYC595259-E,"Resistor,100E,1/4W,5%,1206",,,,,,,,3,,,,7,,,7,,,,,,,,,,7,,,,,,7,,,,,,,,,,,
999-AYC595263-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-AYC595265-E,Resistor 27 Ohms 5% RC1206 1/4W,,1,,2,,,,,,,,,,,,,,2,1,,,,,,,,,,2,,,,1,1,,,,,,,,
999-AYC595500-E,"Resistor,1K,1/4W,5%,1206",,10,2,1,,,,1,,,2,1,,1,1,,,1,,,1,2,2,,1,,,,1,2,1,,,10,,2,,2,,,1,
999-AYC595501-E,"Resistor,4.7K,1/4W,5%,1206",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,
999-AYC595502-E,Resistor 1.2 Kilo Ohms 5% RC1206 1/8W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-AYC595504-E,Resistor 10Kilo Ohms 5% RC1206 1/8W,,1,,,,,,1,,,2,1,,1,1,,,,,,,2,2,,1,,,,,2,1,,,1,,,1,,,,1,
999-AYC595750-E,"Resistor,1M,1/4W,5%,1206",,,,,,,,,,,,2,,,2,,,,,,10,,,,2,,,,,,2,,,,,,,,2,,,
999-AYC815251-E,"Resistor,390E,1W,5%,2512",,,1,,,,,,,,,1,,,1,,,,,,2,,,,1,,,,1,,1,,,,,,,1,7,,,
999-AYC815501-E,Resistor 12Kilo Ohms 5% AXIAL TH 1W,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,1,,,,
999-AYC825502-E,Resistor  5.6 Kilo Ohms 5% TH AXIAL 2W ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
999-AYC855502-E,Resistor 2.2 Kilo Ohms 5% TH AXIAL 5W ,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
999-AYCB93251-E,Resistor 130 Ohms 1%  RC1206 Size MELF 1/4W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-AYCB93501-E,"Resistor, 15K, 1%, 1/4W, 1206",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
999-AYCB93502-E,"Resistor, 10K, 1%, 1/4W, 1206",,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,
999-AYCB93504-E,"Resistor,  274K,  1%,  1/4W, 1206",,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,6,,,,
999-AYCF15001-E,Resistor 0.01 Ohms 5% 1W Current Sense SMD 2512,1,,2,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,3,2,,
999-AYCGA3250-E,"Resistor, 10E, 1%, 1/4W, 1206",,,,,,,,2,,,,2,,,2,,,,,,,,,,2,,,,,,2,,,,,,2,,2,,,
999-AYCGA3251-E,"Resistor,  471E, 1%, 1/4W. 1206",,,,,,,,2,,,,2,,,2,,,,,,,,,,2,,,,,,2,,,,,4,,,2,,,
999-AYCGA3252-E,"Resistor, 243E, 1%, 1/4W, 1206",,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,
999-AYCGA3253-E,"Resistor, 200E, 1%, 1/4W, 1206",,5,,,,,,2,,,,2,,,2,,,,,,,,,,2,,,,,,2,,,5,,,,,2,,,
999-AYCGA3254-E,"Resistor,  82E, 1%, 1/4W. 1206",,,,,,,,2,,,,2,,,2,,,,,,,,,,2,,,,,,2,,,,,,,,2,,,
999-AYCGA3255-E,"Resistor, 15E, 1%, 1/4W, 1206",,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,
999-AYCGA3502-E,"Resistor, 5.1KE, 1%, 1/4W, 1206",,,,,,,,2,,,,2,3,,2,3,,,,,,,,3,2,,,,,,2,3,,,,,,,2,,,
999-AYCGA3503-E,"Resistor, 40.2KE, 1%, 1/4W, 1206",,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,2,,,
999-AYCGA3504-E,"Resistor,  200KE, 1%, 1/4W. 1206",,,,,,,,5,,,,5,,,5,,,,,,,,,,5,,,,,,5,,,,,,,,5,,,
999-AYCGA3505-E,"Resistor, 56.2KE, 1%, 1/4W, 1206",,,,,,,,2,,,,2,,,2,,,,,,,,,,2,,,,,,2,,,,,,,,2,,,
999-AYCGA3507-E,"Resistor, 26.1KE, 1%, 1/4W, 1206",,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,
999-AYCGA3508-E,"Resistor, 432KE, 1%, 1/4W, 1206",,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,
999-AYCGA5002-E,Resistor 0.82 Ohms 5% 1/4W thin film RC0204 SMD,,,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,
999-AZC000001-E,"Resistor 4.7 Kilo Ohms 5% 8-Resistor Array with Common Point, 10-pin SMD",,,,,1,7,6,13,,,,,,,,,6,,,,3,,,,,,6,7,,,,,,,,,,,7,1,,
999-AZC000004-E,Resistor 22 Ohms 5% 0.063W 100V Breakdown Voltage  SMD 3.2x1.6mm Series Termination Array,,,,,8,83,,10,,1,,,,,,,,,,3,18,,,,,51,,83,,,,,,,3,,,,63,8,,
999-AZC000005-E,Resistor 0 Ohms 0 0 W  SMD RN_0603X4  Chip Resistor Array,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,
999-AZC000006-E,Resistor 33 Ohms 5% 1/16 W  SMD 4x0603  Chip Resistor Array,,,,,6,15,,,,12,,,,,,,,,,1,,,,,,22,,15,,,,,,,1,,,,,6,,
999-AZC000007-E,Resistor 150 Ohms 5% 1/16 W  SMD 4x0603  Chip Resistor Array,,,,,,16,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,
999-AZC000008-E,Resistor 68 Ohms 5% 1/16 W  SMD 4x0603  Chip Resistor Array,,,,,,17,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
999-AZC000009-E,"49.9 Ohms, Convex Resistor Array, 0402x4, +/-5% Tolerance, 1/16 W, SMD",,,,,,,45,,,,,,,,,,45,,,,,,,,,,45,,,,,,,,,,,,,,,
999-AZC000010-E,"22 Ohms, Convex Resistor Array, 0402x4, +/-5% Tolerance, 1/16 W, SMD",,,,,,,30,,,,,,,,,,30,,,,,,,,,,30,,,,,,,,,,,,,,,
999-AZC000011-E,"33 Ohms, Convex Resistor Array, 0402x4, +/-5% Tolerance, 1/16 W, SMD",,,,,,,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,,,,,,,,
999-AZC000012-E,"1K Ohms, Convex Resistor Array, 0402x4, +/-5% Tolerance, 1/16 W, SMD",,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,
999-BAA000001-E,Thermistor Surge Limiter 1 Ohms 30A SSI 14 milliOhms at MaxSSI 175J Energy TH SL32,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-BAA000002-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
